state,ea,hh,weight,hhweight,year,plinePPP,poor,tc_imp,wave,accesibility,night_lights,population
WESTERN EQUATORIA,16,11,26.40857887,316.9029541,2016,8.712560654,1,6.67091465,2,2,0.051189095,313
WESTERN EQUATORIA,16,11,26.40857887,211.268631,2015,8.712560654,0,9.010418892,1,2,0.051430833,319
WESTERN EQUATORIA,16,12,26.40857887,132.0428925,2015,8.712560654,0,27.45936394,1,2,0.051430833,319
WESTERN EQUATORIA,16,12,26.40857887,79.22573853,2016,8.712560654,0,61.77884674,2,2,0.051189095,313
WESTERN EQUATORIA,17,1,150.278244,1352.50415,2015,8.712560654,1,6.880148411,1,2,0.048781127,198
WESTERN EQUATORIA,17,1,150.278244,1202.225952,2016,8.712560654,1,6.761813164,2,2,0.048711188,217
WESTERN EQUATORIA,17,2,150.278244,1653.060669,2015,8.712560654,0,34.35452652,1,2,0.048781127,198
WESTERN EQUATORIA,17,3,150.278244,4658.625488,2016,8.712560654,1,3.882538319,2,2,0.048711188,217
WESTERN EQUATORIA,17,3,150.278244,3456.399658,2015,8.712560654,1,5.312280655,1,2,0.048781127,198
WESTERN EQUATORIA,17,4,150.278244,1051.947754,2015,8.712560654,0,10.16949463,1,2,0.048781127,198
WESTERN EQUATORIA,17,4,150.278244,1051.947754,2016,8.712560654,0,13.64548683,2,2,0.048711188,217
WESTERN EQUATORIA,17,5,150.278244,450.8347168,2016,8.712560654,0,12.56421852,2,2,0.048711188,217
WESTERN EQUATORIA,17,5,150.278244,450.8347168,2015,8.712560654,0,12.58020115,1,2,0.048781127,198
WESTERN EQUATORIA,17,6,150.278244,1653.060669,2016,8.712560654,1,6.364133835,2,2,0.048711188,217
WESTERN EQUATORIA,17,6,150.278244,1502.782471,2015,8.712560654,0,18.38564491,1,2,0.048781127,198
WESTERN EQUATORIA,17,7,150.278244,2254.173584,2016,8.712560654,1,3.883550167,2,2,0.048711188,217
WESTERN EQUATORIA,17,7,150.278244,1352.50415,2015,8.712560654,1,6.076288223,1,2,0.048781127,198
WESTERN EQUATORIA,17,8,150.278244,1202.225952,2015,8.712560654,1,7.763262749,1,2,0.048781127,198
WESTERN EQUATORIA,17,8,150.278244,1202.225952,2016,8.712560654,1,4.505756378,2,2,0.048711188,217
WESTERN EQUATORIA,17,9,150.278244,2705.008301,2015,8.712560654,1,6.541446209,1,2,0.048781127,198
WESTERN EQUATORIA,17,9,150.278244,2103.895508,2016,8.712560654,1,6.076709747,2,2,0.048711188,217
WESTERN EQUATORIA,17,10,150.278244,601.1129761,2016,8.712560654,1,6.449825764,2,2,0.048711188,217
WESTERN EQUATORIA,17,10,150.278244,450.8347168,2015,8.712560654,0,37.51745605,1,2,0.048781127,198
WESTERN EQUATORIA,17,11,150.278244,3005.564941,2016,8.712560654,1,6.957641602,2,2,0.048711188,217
WESTERN EQUATORIA,17,11,150.278244,1953.617188,2015,8.712560654,0,17.96892357,1,2,0.048781127,198
WESTERN EQUATORIA,17,12,150.278244,1202.225952,2015,8.712560654,1,5.038454056,1,2,0.048781127,198
WESTERN EQUATORIA,17,12,150.278244,1352.50415,2016,8.712560654,1,2.779400349,2,2,0.048711188,217
WESTERN EQUATORIA,17,13,121.3916092,728.3496704,2016,8.712560654,0,9.759801865,2,2,0.048711188,217
WESTERN EQUATORIA,22,1,127.6154175,255.230835,2015,8.712560654,0,26.70043564,1,2,0.049304478,245
WESTERN EQUATORIA,22,2,127.6154175,510.4616699,2015,8.712560654,0,18.29000282,1,2,0.049304478,245
WESTERN EQUATORIA,22,2,127.6154175,510.4616699,2016,8.712560654,0,16.92542458,2,2,0.049304478,245
WESTERN EQUATORIA,22,3,127.6154175,127.6154175,2015,8.712560654,0,46.92241287,1,2,0.049304478,245
WESTERN EQUATORIA,22,3,127.6154175,127.6154175,2016,8.712560654,0,21.0124321,2,2,0.049304478,245
WESTERN EQUATORIA,22,4,127.6154175,510.4616699,2015,8.712560654,0,12.60046101,1,2,0.049304478,245
WESTERN EQUATORIA,22,5,127.6154175,1020.92334,2015,8.712560654,0,9.280438423,1,2,0.049304478,245
WESTERN EQUATORIA,22,6,127.6154175,255.230835,2015,8.712560654,0,17.13889122,1,2,0.049304478,245
WESTERN EQUATORIA,22,7,127.6154175,255.230835,2015,8.712560654,0,32.38290787,1,2,0.049304478,245
WESTERN EQUATORIA,22,8,127.6154175,1148.538818,2015,8.712560654,1,7.548070431,1,2,0.049304478,245
WESTERN EQUATORIA,22,9,127.6154175,1148.538818,2015,8.712560654,1,7.879026413,1,2,0.049304478,245
WESTERN EQUATORIA,22,9,127.6154175,893.3079224,2016,8.712560654,1,4.92183733,2,2,0.049304478,245
WESTERN EQUATORIA,22,10,127.6154175,638.0770874,2016,8.712560654,0,15.245368,2,2,0.049304478,245
WESTERN EQUATORIA,22,10,127.6154175,638.0770874,2015,8.712560654,0,8.454396248,1,2,0.049304478,245
WESTERN EQUATORIA,22,11,127.6154175,1659.000488,2015,8.712560654,1,4.757596016,1,2,0.049304478,245
WESTERN EQUATORIA,22,12,127.6154175,382.8462524,2015,8.712560654,0,9.896659851,1,2,0.049304478,245
WESTERN EQUATORIA,22,13,153.136795,153.136795,2016,8.712560654,0,35.34201431,2,2,0.049304478,245
WESTERN EQUATORIA,22,14,153.136795,918.8208008,2016,8.712560654,0,19.93084908,2,2,0.049304478,245
WESTERN EQUATORIA,22,15,153.136795,2909.599121,2016,8.712560654,1,7.051204205,2,2,0.049304478,245
WESTERN EQUATORIA,22,16,153.136795,1684.504761,2016,8.712560654,0,9.878278732,2,2,0.049304478,245
WESTERN EQUATORIA,22,17,153.136795,153.136795,2016,8.712560654,0,49.24239349,2,2,0.049304478,245
WESTERN EQUATORIA,22,18,153.136795,1531.36792,2016,8.712560654,1,5.554471016,2,2,0.049304478,245
WESTERN EQUATORIA,22,19,153.136795,1225.09436,2016,8.712560654,1,7.967535019,2,2,0.049304478,245
WESTERN EQUATORIA,22,20,153.136795,459.4104004,2016,8.712560654,1,6.945860863,2,2,0.049304478,245
WESTERN EQUATORIA,23,1,48.27158356,289.6295166,2015,8.712560654,0,8.033169746,1,11.5,0.044659972,100
WESTERN EQUATORIA,23,2,48.27158356,193.0863342,2015,8.712560654,1,6.463219166,1,11.5,0.044659972,100
WESTERN EQUATORIA,23,3,48.27158356,289.6295166,2015,8.712560654,0,12.22366333,1,11.5,0.044659972,100
WESTERN EQUATORIA,23,4,48.27158356,96.54316711,2015,8.712560654,0,25.45788765,1,11.5,0.044659972,100
WESTERN EQUATORIA,23,5,48.27158356,241.3579102,2015,8.712560654,0,24.94134903,1,11.5,0.044659972,100
WESTERN EQUATORIA,23,6,48.27158356,289.6295166,2015,8.712560654,0,15.86822224,1,11.5,0.044659972,100
WESTERN EQUATORIA,23,7,48.27158356,434.4442444,2015,8.712560654,1,5.289023876,1,11.5,0.044659972,100
WESTERN EQUATORIA,23,8,48.27158356,434.4442444,2015,8.712560654,0,9.803999901,1,11.5,0.044659972,100
WESTERN EQUATORIA,23,9,48.27158356,241.3579102,2015,8.712560654,0,19.12519836,1,11.5,0.044659972,100
WESTERN EQUATORIA,23,10,48.27158356,193.0863342,2015,8.712560654,0,20.77127266,1,11.5,0.044659972,100
WESTERN EQUATORIA,23,11,48.27158356,482.7158203,2015,8.712560654,1,6.446146965,1,11.5,0.044659972,100
WESTERN EQUATORIA,23,12,48.27158356,289.6295166,2015,8.712560654,1,7.351296902,1,11.5,0.044659972,100
WESTERN EQUATORIA,24,1,35.20373917,211.2224426,2015,8.712560654,0,9.026547432,1,5,0.050088584,118
WESTERN EQUATORIA,24,1,35.20373917,211.2224426,2016,8.712560654,0,11.05961609,2,5,0.048599888,176
WESTERN EQUATORIA,24,2,35.20373917,140.8149567,2015,8.712560654,0,10.08071423,1,5,0.050088584,118
WESTERN EQUATORIA,24,3,35.20373917,563.2598267,2015,8.712560654,1,6.825014114,1,5,0.050088584,118
WESTERN EQUATORIA,24,3,35.20373917,668.8710327,2016,8.712560654,1,5.746264458,2,5,0.048599888,176
WESTERN EQUATORIA,24,4,35.20373917,352.037384,2015,8.712560654,1,6.345566273,1,5,0.050088584,118
WESTERN EQUATORIA,24,4,35.20373917,316.8336487,2016,8.712560654,0,7.906412601,2,5,0.048599888,176
WESTERN EQUATORIA,24,5,35.20373917,105.6112213,2015,8.712560654,1,7.265271664,1,5,0.050088584,118
WESTERN EQUATORIA,24,6,35.20373917,105.6112213,2016,8.712560654,0,18.39951134,2,5,0.048599888,176
WESTERN EQUATORIA,24,6,35.20373917,105.6112213,2015,8.712560654,0,25.61187172,1,5,0.050088584,118
WESTERN EQUATORIA,24,7,35.20373917,246.426178,2016,8.712560654,0,8.739478111,2,5,0.048599888,176
WESTERN EQUATORIA,24,7,35.20373917,246.426178,2015,8.712560654,1,8.178304672,1,5,0.050088584,118
WESTERN EQUATORIA,24,8,35.20373917,176.018692,2015,8.712560654,0,9.540499687,1,5,0.050088584,118
WESTERN EQUATORIA,24,8,35.20373917,176.018692,2016,8.712560654,1,5.879079819,2,5,0.048599888,176
WESTERN EQUATORIA,24,9,35.20373917,105.6112213,2015,8.712560654,0,22.25847435,1,5,0.050088584,118
WESTERN EQUATORIA,24,10,35.20373917,176.018692,2015,8.712560654,0,9.504000664,1,5,0.050088584,118
WESTERN EQUATORIA,24,11,35.20373917,70.40747833,2015,8.712560654,0,25.78406715,1,5,0.050088584,118
WESTERN EQUATORIA,24,12,35.20373917,140.8149567,2016,8.712560654,0,16.44483757,2,5,0.048599888,176
WESTERN EQUATORIA,24,12,35.20373917,140.8149567,2015,8.712560654,0,15.69741154,1,5,0.050088584,118
WESTERN EQUATORIA,24,13,13.11497116,104.9197693,2016,8.712560654,1,4.426931381,2,5,0.048599888,176
WESTERN EQUATORIA,24,15,13.11497116,65.57485962,2016,8.712560654,0,11.63204288,2,5,0.048599888,176
WESTERN EQUATORIA,24,16,13.11497116,91.80479431,2016,8.712560654,0,8.873795509,2,5,0.048599888,176
WESTERN EQUATORIA,24,17,13.11497116,39.34491348,2016,8.712560654,0,9.754664421,2,5,0.048599888,176
WESTERN EQUATORIA,24,18,13.11497116,26.22994232,2016,8.712560654,0,26.48665047,2,5,0.048599888,176
WESTERN EQUATORIA,24,19,13.11497116,39.34491348,2016,8.712560654,0,21.74574089,2,5,0.048599888,176
WESTERN EQUATORIA,25,1,51.77185822,258.8592834,2015,8.712560654,0,24.1130867,1,11,0.044116266,103.5
WESTERN EQUATORIA,25,2,51.77185822,51.77185822,2015,8.712560654,0,14.86938858,1,11,0.044116266,103.5
WESTERN EQUATORIA,25,3,51.77185822,207.0874329,2015,8.712560654,0,13.03586006,1,11,0.044116266,103.5
WESTERN EQUATORIA,25,4,51.77185822,724.8060303,2015,8.712560654,0,11.82793617,1,11,0.044116266,103.5
WESTERN EQUATORIA,25,5,51.77185822,362.4030151,2015,8.712560654,1,8.340499878,1,11,0.044116266,103.5
WESTERN EQUATORIA,25,6,51.77185822,880.121582,2015,8.712560654,0,10.730546,1,11,0.044116266,103.5
WESTERN EQUATORIA,25,7,51.77185822,155.3155823,2015,8.712560654,0,21.81673813,1,11,0.044116266,103.5
WESTERN EQUATORIA,25,8,51.77185822,465.9467163,2015,8.712560654,1,6.750204086,1,11,0.044116266,103.5
WESTERN EQUATORIA,25,9,51.77185822,207.0874329,2015,8.712560654,0,9.447485924,1,11,0.044116266,103.5
WESTERN EQUATORIA,25,10,51.77185822,103.5437164,2015,8.712560654,0,23.20943069,1,11,0.044116266,103.5
WESTERN EQUATORIA,25,11,51.77185822,207.0874329,2015,8.712560654,0,22.10534477,1,11,0.044116266,103.5
WESTERN EQUATORIA,25,12,51.77185822,155.3155823,2015,8.712560654,0,30.7952652,1,11,0.044116266,103.5
WESTERN EQUATORIA,30,1,52.69018936,263.4509583,2016,8.712560654,1,4.527338982,2,9.5,0.040448964,101
WESTERN EQUATORIA,30,1,52.69018936,263.4509583,2015,8.712560654,1,5.444850445,1,11,0.039554711,80
WESTERN EQUATORIA,30,2,52.69018936,579.5921021,2016,8.712560654,1,6.536598682,2,9.5,0.040448964,101
WESTERN EQUATORIA,30,2,52.69018936,263.4509583,2015,8.712560654,0,11.40242863,1,11,0.039554711,80
WESTERN EQUATORIA,30,3,52.69018936,368.8313293,2015,8.712560654,1,6.035693169,1,11,0.039554711,80
WESTERN EQUATORIA,30,3,52.69018936,684.9724731,2016,8.712560654,1,4.850263119,2,9.5,0.040448964,101
WESTERN EQUATORIA,30,4,52.69018936,579.5921021,2015,8.712560654,1,6.481791019,1,11,0.039554711,80
WESTERN EQUATORIA,30,4,52.69018936,579.5921021,2016,8.712560654,1,7.802961349,2,9.5,0.040448964,101
WESTERN EQUATORIA,30,5,52.69018936,368.8313293,2015,8.712560654,0,16.42533302,1,11,0.039554711,80
WESTERN EQUATORIA,30,5,52.69018936,421.5215149,2016,8.712560654,0,11.21527672,2,9.5,0.040448964,101
WESTERN EQUATORIA,30,6,52.69018936,210.7607574,2015,8.712560654,1,7.62860775,1,11,0.039554711,80
WESTERN EQUATORIA,30,6,52.69018936,474.2117004,2016,8.712560654,1,6.682153225,2,9.5,0.040448964,101
WESTERN EQUATORIA,30,7,52.69018936,421.5215149,2015,8.712560654,0,9.676497459,1,11,0.039554711,80
WESTERN EQUATORIA,30,7,52.69018936,579.5921021,2016,8.712560654,0,11.18222332,2,9.5,0.040448964,101
WESTERN EQUATORIA,30,8,52.69018936,526.9019165,2015,8.712560654,1,6.510614872,1,11,0.039554711,80
WESTERN EQUATORIA,30,9,52.69018936,316.1411438,2016,8.712560654,0,11.93247604,2,9.5,0.040448964,101
WESTERN EQUATORIA,30,9,52.69018936,263.4509583,2015,8.712560654,0,8.550439835,1,11,0.039554711,80
WESTERN EQUATORIA,30,10,52.69018936,263.4509583,2016,8.712560654,1,4.156751633,2,9.5,0.040448964,101
WESTERN EQUATORIA,30,10,52.69018936,316.1411438,2015,8.712560654,1,5.293607235,1,11,0.039554711,80
WESTERN EQUATORIA,30,11,52.69018936,210.7607574,2015,8.712560654,1,6.728666782,1,11,0.039554711,80
WESTERN EQUATORIA,30,11,52.69018936,210.7607574,2016,8.712560654,1,4.706914902,2,9.5,0.040448964,101
WESTERN EQUATORIA,30,12,52.69018936,632.2822876,2015,8.712560654,1,2.761117935,1,11,0.039554711,80
WESTERN EQUATORIA,30,12,52.69018936,632.2822876,2016,8.712560654,1,2.83933568,2,9.5,0.040448964,101
WESTERN EQUATORIA,30,13,59.98509216,599.8509521,2016,8.712560654,1,7.033378601,2,9.5,0.040448964,101
WESTERN EQUATORIA,31,1,33.12112808,993.6338501,2016,8.712560654,1,1.832231045,2,2,0.052667148,206
WESTERN EQUATORIA,31,1,33.12112808,198.7267761,2015,8.712560654,1,7.323974133,1,2,0.050100878,137
WESTERN EQUATORIA,31,2,33.12112808,99.36338806,2016,8.712560654,0,17.97179222,2,2,0.052667148,206
WESTERN EQUATORIA,31,2,33.12112808,132.4845123,2015,8.712560654,0,12.9776783,1,2,0.050100878,137
WESTERN EQUATORIA,31,3,33.12112808,99.36338806,2016,8.712560654,1,6.780300617,2,2,0.052667148,206
WESTERN EQUATORIA,31,3,33.12112808,66.24225616,2015,8.712560654,0,10.99926281,1,2,0.050100878,137
WESTERN EQUATORIA,31,4,33.12112808,298.0901489,2015,8.712560654,1,6.812500477,1,2,0.050100878,137
WESTERN EQUATORIA,31,4,33.12112808,264.9690247,2016,8.712560654,0,10.15210724,2,2,0.052667148,206
WESTERN EQUATORIA,31,5,33.12112808,132.4845123,2016,8.712560654,0,13.0177927,2,2,0.052667148,206
WESTERN EQUATORIA,31,5,33.12112808,66.24225616,2015,8.712560654,0,29.20330048,1,2,0.050100878,137
WESTERN EQUATORIA,31,6,33.12112808,132.4845123,2015,8.712560654,0,8.508906364,1,2,0.050100878,137
WESTERN EQUATORIA,31,7,33.12112808,298.0901489,2015,8.712560654,0,33.29874802,1,2,0.050100878,137
WESTERN EQUATORIA,31,7,33.12112808,298.0901489,2016,8.712560654,0,28.43199158,2,2,0.052667148,206
WESTERN EQUATORIA,31,8,33.12112808,331.2112732,2016,8.712560654,1,6.665688992,2,2,0.052667148,206
WESTERN EQUATORIA,31,8,33.12112808,165.6056366,2015,8.712560654,0,29.22167397,1,2,0.050100878,137
WESTERN EQUATORIA,31,9,33.12112808,99.36338806,2015,8.712560654,0,20.79213715,1,2,0.050100878,137
WESTERN EQUATORIA,31,10,33.12112808,264.9690247,2016,8.712560654,0,25.54142189,2,2,0.052667148,206
WESTERN EQUATORIA,31,10,33.12112808,165.6056366,2015,8.712560654,0,23.13097954,1,2,0.050100878,137
WESTERN EQUATORIA,31,11,33.12112808,66.24225616,2016,8.712560654,0,14.85011292,2,2,0.052667148,206
WESTERN EQUATORIA,31,11,33.12112808,198.7267761,2015,8.712560654,0,8.678569794,1,2,0.050100878,137
WESTERN EQUATORIA,31,12,33.12112808,66.24225616,2015,8.712560654,0,14.45406818,1,2,0.050100878,137
WESTERN EQUATORIA,31,12,33.12112808,33.12112808,2016,8.712560654,0,19.12902641,2,2,0.052667148,206
WESTERN EQUATORIA,31,13,37.70671082,377.0671082,2016,8.712560654,1,4.360730648,2,2,0.052667148,206
WESTERN EQUATORIA,31,14,37.70671082,377.0671082,2016,8.712560654,0,12.21345234,2,2,0.052667148,206
WESTERN EQUATORIA,42,1,106.8342133,534.1710815,2015,8.712560654,1,7.152163506,1,2,0.055060029,591.5
WESTERN EQUATORIA,42,2,106.8342133,534.1710815,2016,8.712560654,0,14.81418228,2,2,0.054982975,580.5
WESTERN EQUATORIA,42,2,106.8342133,534.1710815,2015,8.712560654,0,8.701526642,1,2,0.055060029,591.5
WESTERN EQUATORIA,42,3,106.8342133,427.336853,2015,8.712560654,0,10.72618294,1,2,0.055060029,591.5
WESTERN EQUATORIA,42,3,106.8342133,427.336853,2016,8.712560654,0,9.479813576,2,2,0.054982975,580.5
WESTERN EQUATORIA,42,4,106.8342133,106.8342133,2016,8.712560654,0,39.81839371,2,2,0.054982975,580.5
WESTERN EQUATORIA,42,4,106.8342133,106.8342133,2015,8.712560654,0,63.58345795,1,2,0.055060029,591.5
WESTERN EQUATORIA,42,5,106.8342133,1068.342163,2015,8.712560654,1,6.728368759,1,2,0.055060029,591.5
WESTERN EQUATORIA,42,6,106.8342133,1495.678955,2016,8.712560654,1,3.557904005,2,2,0.054982975,580.5
WESTERN EQUATORIA,42,6,106.8342133,1282.010498,2015,8.712560654,0,9.317656517,1,2,0.055060029,591.5
WESTERN EQUATORIA,42,7,106.8342133,747.8394775,2015,8.712560654,0,9.723532677,1,2,0.055060029,591.5
WESTERN EQUATORIA,42,8,106.8342133,213.6684265,2016,8.712560654,0,14.38941479,2,2,0.054982975,580.5
WESTERN EQUATORIA,42,8,106.8342133,106.8342133,2015,8.712560654,0,62.91208649,1,2,0.055060029,591.5
WESTERN EQUATORIA,42,9,106.8342133,747.8394775,2015,8.712560654,0,16.20136833,1,2,0.055060029,591.5
WESTERN EQUATORIA,42,10,106.8342133,1068.342163,2016,8.712560654,0,11.80554676,2,2,0.054982975,580.5
WESTERN EQUATORIA,42,10,106.8342133,1068.342163,2015,8.712560654,0,27.69205856,1,2,0.055060029,591.5
WESTERN EQUATORIA,42,11,106.8342133,534.1710815,2015,8.712560654,0,9.327475548,1,2,0.055060029,591.5
WESTERN EQUATORIA,42,11,106.8342133,854.6737061,2016,8.712560654,1,4.24765873,2,2,0.054982975,580.5
WESTERN EQUATORIA,42,12,106.8342133,427.336853,2015,8.712560654,0,23.12638474,1,2,0.055060029,591.5
WESTERN EQUATORIA,42,12,106.8342133,427.336853,2016,8.712560654,0,16.84550858,2,2,0.054982975,580.5
WESTERN EQUATORIA,42,13,191.1018982,1146.611328,2016,8.712560654,0,19.14996338,2,2,0.054982975,580.5
WESTERN EQUATORIA,42,14,191.1018982,1146.611328,2016,8.712560654,0,14.70761967,2,2,0.054982975,580.5
WESTERN EQUATORIA,42,15,191.1018982,764.4075928,2016,8.712560654,1,6.691897869,2,2,0.054982975,580.5
WESTERN EQUATORIA,50,1,111.5124893,669.0749512,2015,8.712560654,1,5.835221767,1,6,0.041643523,101
WESTERN EQUATORIA,50,1,111.5124893,780.5874023,2016,8.712560654,1,5.897736073,2,6,0.043590076,119
WESTERN EQUATORIA,50,2,111.5124893,1115.124878,2015,8.712560654,0,20.8312397,1,6,0.041643523,101
WESTERN EQUATORIA,50,2,111.5124893,1449.662354,2016,8.712560654,1,4.779208183,2,6,0.043590076,119
WESTERN EQUATORIA,50,3,111.5124893,780.5874023,2015,8.712560654,1,4.533172131,1,6,0.041643523,101
WESTERN EQUATORIA,50,3,111.5124893,780.5874023,2016,8.712560654,0,10.69395542,2,6,0.043590076,119
WESTERN EQUATORIA,50,4,111.5124893,223.0249786,2016,8.712560654,1,7.172464848,2,6,0.043590076,119
WESTERN EQUATORIA,50,4,111.5124893,223.0249786,2015,8.712560654,1,7.344813347,1,6,0.041643523,101
WESTERN EQUATORIA,50,5,111.5124893,223.0249786,2015,8.712560654,0,12.44495869,1,6,0.041643523,101
WESTERN EQUATORIA,50,5,111.5124893,780.5874023,2016,8.712560654,0,10.21555519,2,6,0.043590076,119
WESTERN EQUATORIA,50,6,111.5124893,334.5374756,2016,8.712560654,0,17.46263695,2,6,0.043590076,119
WESTERN EQUATORIA,50,6,111.5124893,334.5374756,2015,8.712560654,0,12.48504734,1,6,0.041643523,101
WESTERN EQUATORIA,50,7,111.5124893,780.5874023,2015,8.712560654,1,3.256761074,1,6,0.041643523,101
WESTERN EQUATORIA,50,7,111.5124893,780.5874023,2016,8.712560654,1,6.678188801,2,6,0.043590076,119
WESTERN EQUATORIA,50,8,111.5124893,669.0749512,2016,8.712560654,0,10.50620651,2,6,0.043590076,119
WESTERN EQUATORIA,50,8,111.5124893,669.0749512,2015,8.712560654,1,7.183837891,1,6,0.041643523,101
WESTERN EQUATORIA,50,9,111.5124893,1003.612427,2015,8.712560654,1,1.984331369,1,6,0.041643523,101
WESTERN EQUATORIA,50,9,111.5124893,892.0999146,2016,8.712560654,1,2.811804533,2,6,0.043590076,119
WESTERN EQUATORIA,50,10,111.5124893,557.562439,2015,8.712560654,0,8.97469902,1,6,0.041643523,101
WESTERN EQUATORIA,50,11,111.5124893,111.5124893,2015,8.712560654,0,29.9252758,1,6,0.041643523,101
WESTERN EQUATORIA,50,11,111.5124893,111.5124893,2016,8.712560654,0,44.11871719,2,6,0.043590076,119
WESTERN EQUATORIA,50,12,111.5124893,892.0999146,2016,8.712560654,0,9.01866436,2,6,0.043590076,119
WESTERN EQUATORIA,50,12,111.5124893,669.0749512,2015,8.712560654,1,4.211131573,1,6,0.041643523,101
WESTERN EQUATORIA,50,13,126.9512711,761.7076416,2016,8.712560654,0,12.00771046,2,6,0.043590076,119
WESTERN EQUATORIA,51,1,114.4167099,1258.583862,2016,8.712560654,1,5.277154446,2,5.5,0.044530593,100
WESTERN EQUATORIA,51,2,114.4167099,1258.583862,2016,8.712560654,1,7.392886639,2,5.5,0.044530593,100
WESTERN EQUATORIA,51,3,114.4167099,686.5002441,2016,8.712560654,0,19.43671417,2,5.5,0.044530593,100
WESTERN EQUATORIA,51,4,114.4167099,343.2501221,2016,8.712560654,0,17.79160309,2,5.5,0.044530593,100
WESTERN EQUATORIA,51,5,114.4167099,1144.167114,2016,8.712560654,1,7.262636185,2,5.5,0.044530593,100
WESTERN EQUATORIA,51,6,114.4167099,1144.167114,2016,8.712560654,0,15.28423405,2,5.5,0.044530593,100
WESTERN EQUATORIA,51,7,114.4167099,228.8334198,2016,8.712560654,0,13.47625351,2,5.5,0.044530593,100
WESTERN EQUATORIA,51,8,114.4167099,1487.417236,2016,8.712560654,0,22.60099983,2,5.5,0.044530593,100
WESTERN EQUATORIA,51,9,114.4167099,572.0835571,2016,8.712560654,0,15.38004303,2,5.5,0.044530593,100
WESTERN EQUATORIA,51,10,114.4167099,915.3336792,2016,8.712560654,0,8.643010139,2,5.5,0.044530593,100
WESTERN EQUATORIA,51,11,114.4167099,1144.167114,2016,8.712560654,0,10.02663517,2,5.5,0.044530593,100
WESTERN EQUATORIA,51,12,114.4167099,800.9169922,2016,8.712560654,0,9.35294342,2,5.5,0.044530593,100
WESTERN EQUATORIA,52,1,48.1161232,48.1161232,2016,8.712560654,0,36.67883682,2,2,0.047124215,176
WESTERN EQUATORIA,52,2,48.1161232,384.9289856,2016,8.712560654,0,13.2747488,2,2,0.047124215,176
WESTERN EQUATORIA,52,3,48.1161232,288.6967468,2016,8.712560654,0,15.15753651,2,2,0.047124215,176
WESTERN EQUATORIA,52,4,48.1161232,433.045105,2016,8.712560654,0,11.78905392,2,2,0.047124215,176
WESTERN EQUATORIA,52,5,48.1161232,144.3483734,2016,8.712560654,0,21.25446701,2,2,0.047124215,176
WESTERN EQUATORIA,52,6,48.1161232,240.5806122,2016,8.712560654,0,10.34050274,2,2,0.047124215,176
WESTERN EQUATORIA,52,7,48.1161232,240.5806122,2016,8.712560654,0,17.19424057,2,2,0.047124215,176
WESTERN EQUATORIA,52,8,48.1161232,192.4644928,2016,8.712560654,0,10.23241043,2,2,0.047124215,176
WESTERN EQUATORIA,52,9,48.1161232,96.2322464,2016,8.712560654,0,34.27879333,2,2,0.047124215,176
WESTERN EQUATORIA,52,10,48.1161232,673.6257324,2016,8.712560654,1,7.209188938,2,2,0.047124215,176
WESTERN EQUATORIA,52,11,48.1161232,288.6967468,2016,8.712560654,0,14.54830647,2,2,0.047124215,176
WESTERN EQUATORIA,52,12,48.1161232,288.6967468,2016,8.712560654,0,15.90641975,2,2,0.047124215,176
WESTERN EQUATORIA,53,1,71.74874878,645.7387695,2016,8.712560654,0,10.40850449,2,2,0.053887397,362
WESTERN EQUATORIA,53,2,71.74874878,358.7437439,2016,8.712560654,0,20.04693222,2,2,0.053887397,362
WESTERN EQUATORIA,53,3,71.74874878,573.9899902,2016,8.712560654,0,22.45174217,2,2,0.053887397,362
WESTERN EQUATORIA,53,4,71.74874878,71.74874878,2016,8.712560654,0,65.73586273,2,2,0.053887397,362
WESTERN EQUATORIA,53,5,71.74874878,502.2412415,2016,8.712560654,0,14.54150009,2,2,0.053887397,362
WESTERN EQUATORIA,53,6,71.74874878,71.74874878,2016,8.712560654,0,45.90359879,2,2,0.053887397,362
WESTERN EQUATORIA,53,7,71.74874878,430.4924927,2016,8.712560654,0,15.09980202,2,2,0.053887397,362
WESTERN EQUATORIA,53,8,71.74874878,1147.97998,2016,8.712560654,0,10.60894012,2,2,0.053887397,362
WESTERN EQUATORIA,53,9,71.74874878,502.2412415,2016,8.712560654,1,7.030889988,2,2,0.053887397,362
WESTERN EQUATORIA,53,10,71.74874878,358.7437439,2016,8.712560654,0,9.828649521,2,2,0.053887397,362
WESTERN EQUATORIA,53,11,71.74874878,143.4974976,2016,8.712560654,0,38.19922256,2,2,0.053887397,362
WESTERN EQUATORIA,53,12,71.74874878,286.9949951,2016,8.712560654,0,9.708062172,2,2,0.053887397,362
WESTERN EQUATORIA,54,1,84.19944763,673.5955811,2016,8.712560654,0,12.01728058,2,2,0.048898988,206
WESTERN EQUATORIA,54,2,84.19944763,673.5955811,2016,8.712560654,0,14.27489662,2,2,0.048898988,206
WESTERN EQUATORIA,54,3,84.19944763,1178.792236,2016,8.712560654,0,15.65507603,2,2,0.048898988,206
WESTERN EQUATORIA,54,4,84.19944763,589.3961182,2016,8.712560654,0,8.956784248,2,2,0.048898988,206
WESTERN EQUATORIA,54,5,84.19944763,589.3961182,2016,8.712560654,0,17.22579193,2,2,0.048898988,206
WESTERN EQUATORIA,54,6,84.19944763,757.7950439,2016,8.712560654,1,8.031866074,2,2,0.048898988,206
WESTERN EQUATORIA,54,7,84.19944763,1094.592773,2016,8.712560654,1,8.268022537,2,2,0.048898988,206
